"ID","SMILES","HOMO","LUMO","LUMO+1","f(S1)","f(S2)","E(S1)","E(T1)","dS1T1","EHOMO","ELUMO","ΔELL+1","fmax","ΔES1T1","consensus Log Po/w","λ"
"AMEFIJ","CCCCc1ccc(NC(=O)c2cc(C(=O)Nc3ccc(CCCC)cc3)c3C(=O)c4ccccc4C(=O)c3c2)cc1",-7.56857464,-2.38943172,-1.2337642,0.0,0.0008,3.11900001865959,3.30689731032125,-0.187897291661669,"","","","","","",""
"AMEYIA","Cc1ccc(cc1)C(C)(C)C1=CC(=C(O)c2ccc(cc2)C#N)C(=C1)C(=O)c1ccc(cc1)C#N",-7.70218254,-2.37936351,-1.29199656,0.1802,0.0119,3.15850001889589,2.19754601362444,0.96095400527146,"","","","","","",""
"AMIWUQ","CC(C)(C)C1=NN(c2ccccc2)[B-](F)(F)[N+](=N1)c1ccccc1",-7.44666763,-2.33092724,0.42177647,0.0004,0.5478,3.05960001830422,1.61270232719126,1.44689769111296,"","","","","","",""
"AMIXAX","Cc1ccc(cc1)C1=NN(c2c(F)c(F)c(F)c(F)c2F)[B-](F)(F)[N+](=N1)c1ccccc1",-7.45809641,-2.83787535,-0.43293314,0.2387,0.0606,2.73700001637425,1.44804841315814,1.28895160321611,"","","","","","",""
"AMIXOL","Cc1cc(C)c(N2N=C(N=[N+](c3c(C)cc(C)cc3C)[B-]2(F)F)C#N)c(C)c1",-8.24287276,-2.58997963,0.0688448,0.0007,0.0004,3.09180001849685,2.08105461845373,1.01074540004312,"","","","","","",""
"AMODAJ","O=C1c2ccccc2C(=O)C1=C1c2ccccc2C(=O)C21C(=O)c1ccccc1C2=O",-8.44967929,-2.31786578,-1.555947,0.0001,0.0001,3.26330001952287,3.01792029239462,0.24537972712824,"","","","","","",""
"AMONUN","O=C(c1ccccc1)c1cc(C(=O)c2ccccc2)c2ccc3c(cc(C(=O)c4ccccc4)c4ccc1c2c34)C(=O)c1ccccc1",-7.31088282,-2.28738903,-0.97525604,0.6238,0.0004,3.37120002016839,2.38292003679843,0.98827998336995,"","","","","","",""
"AMUVUA","CCN(CC)c1ccc(cc1)N=Nc1c(cc(cc1C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(C)(C)C)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F",-6.9155014,-2.13119568,-1.88085093,0.001,0.0623,3.05980001830541,2.60745042671113,0.452349591594289,"","","","","","",""
"ANACMO","COc1cc(NC(=O)c2cc3ccccc3c(N=Nc3cc(Cl)ccc3Cl)c2O)c(OC)cc1Cl",-6.93672628,-2.29147074,-0.82885879,0.0021,0.6445,1.64970000986942,1.8163713808709,-0.166671371001489,"","","","","","",""
"ANEDEE","CCOC(=O)c1ccc2c3ccc(C(=O)OCC)c4c(ccc(c5ccc(C(=O)OCC)c1c25)c34)C(=O)OCC",-6.79468285,-2.17990406,-0.56762949,0.7242,0.0,3.00670001798775,2.06036607451982,0.94633394346793,"","","","","","",""
"ANICOR","Cc1ccc(cc1)C1=C2C=CC=[N+]2[B-]2(OC3OCC(O)C4O[B-]5(OC4C3O2)N2C=CC=C2C(=C2C=CC=[N+]52)c2ccc(C)cc2)N2C=CC=C12",-6.83631627,-2.22534707,-1.98153306,0.0491,0.6247,3.03110001813372,1.87963540208669,1.15146461604701,"","","","","","",""
"ANQDAZ","O=C1c2ccccc2C(=O)C2=C1C=CC1=NON=C21",-8.81757721,-2.83787535,-1.30288112,0.0002,0.001,2.99220001790099,2.66066128335983,0.33153873454116,"","","","","","",""
"ANQSDZ","O=C1c2ccccc2C(=O)C2=C1C=CC1=N[Se]N=C21",-8.41675351,-2.74181916,-1.41526414,0.0,0.0001,2.76950001656868,2.85424952572535,-0.0847495091566696,"","","","","","",""
"ANQTDZ","O=C1c2ccccc2C(=O)C2=C1C=CC1=NSN=C21",-8.62274369,-2.68059354,-1.29580616,0.0,0.0,2.8605000171131,3.30913898421807,-0.448638967104969,"","","","","","",""
"ANTHON10","O=C1c2cccc3C=CC4=C(c23)c2c1ccc1cccc(C4=O)c21",-7.60177253,-2.61310931,-1.28301681,0.0005,0.0,2.82090001687618,2.13617076186018,0.684729255016009,"","","","","","",""
"ANUDIX","Fc1c(F)c(F)c(B(c2c(F)c(F)c(F)c(F)c2F)C(=C(c2ccccc2)c2ccccc2)c2c(F)c(F)c(F)c(F)c2F)c(F)c1F",-7.95742533,-2.24738829,-1.25662176,0.2039,0.0361,3.5480000212261,2.84877649983031,0.69922352139579,"","","","","","",""
"APAKUZ","Oc1c2C(=O)c3ccccc3C(=O)c2c(O)c(c1N(=O)=O)N(=O)=O",-9.10765058,-3.01366089,-1.9409881,0.0,0.0007,2.75750001649689,3.14420179968006,-0.386701783183169,"","","","","","",""
"APEDEG","c1ccc2c(c1)c1ccc3c4ccccc4C4=C5c6ccccc6c6ccc7c8ccccc8C(=C2c1c34)c7c56",-6.50597005,-2.42317384,-1.66805789999999,0.0101,0.0015,1.96660001176529,1.59439532366669,0.3722046880986,"","","","","","",""
"APEHIO","N#Cc1c2ccccc2c(C#N)c2cc3ccccc3cc12",-6.96203287,-2.77855453,-0.63729064,0.107,0.0537,2.52920001513108,1.49677709209043,1.03242292304065,"","","","","","",""
"APEJUC","COC(=O)C1=C(c2c(F)cccc2F)C(=C(C(=O)OC)C1=O)c1c(F)cccc1F",-8.30790797,-2.59814304,-0.44164078,0.0011,0.0117,2.48890001488998,2.2180824459221,0.270817568967879,"","","","","","",""
"APENIU","O=N(=O)C1=NN(NC2=NN3C=NN=C3N=N2)C=N1",-9.53895103,-3.03434155,-1.66642522,0.0031,0.0002,2.65860001590522,2.84447337303344,-0.185873357128219,"","","","","","",""
"APISUP","CN(C)c1ccc(cc1)C(c1ccc(cc1)C=C(C#N)C(O)=O)=C1C=C(C(=O)C(=C1)C(C)(C)C)C(C)(C)C",-6.67849023,-2.3477983,-1.54479033,0.252,0.3064,2.88170001723993,1.91591715811758,0.965782859122349,"","","","","","",""
"APIXAA","COc1ccc(cc1)N1N=NC2=C1C(=O)C1=C(N=NN1c1ccc(OC)cc1)C2=O",-8.09130534,-2.54671353,-0.39266029,0.0006,0.009,3.09500001851601,2.73788221445136,0.35711780406465,"","","","","","",""
"APUDEV01","Fc1cc(F)c2c(c1)c1c3cc(F)cc(F)c3c3c4c(F)c(F)c(F)c(F)c4c4c5c(F)cc(F)cc5c5c6cc(F)cc(F)c6c6c7c(F)c(F)c(F)c(F)c7c2c2c1c3c4c5c62",-7.34952299,-2.43541896,-2.29636878,0.0651,0.0624,3.10860001859737,2.82980907599568,0.27879094260169,"","","","","","",""
"APUVOY","NC(C#N)=C(N=CC=Cc1ccc(cc1)N(=O)=O)C#N",-7.58598992,-2.40249319,-1.25607753,1.268,0.0818,3.60080002154197,2.40848224864763,1.19231777289435,"","","","","","",""
"AQAFED","C[SiH](C)C1=C([SiH](C)C)C(=O)C(=C([SiH](C)C)C1=O)[SiH](C)C",-8.09810819,-2.50208686,-0.21360937,0.0,0.0,2.1380000127907,2.12534386876438,0.0126561440263102,"","","","","","",""
"AQEJEM","FC(F)(F)c1ccc(cc1)C1=NC=C(S1)C1=CC2=C(S1)C(=O)C1=C(SC(=C1)C1=CN=C(S1)c1ccc(cc1)C(F)(F)F)C2=O",-7.67578749,-2.79733038,-1.88955858,0.0,0.0,3.01850001805834,2.60667190898908,0.411828109069259,"","","","","","",""
"AQEJIQ","IC1=CC2=C(S1)C(=O)C1=C(SC(=C1)I)C2=O",-8.05810745,-2.59161231,-0.80273586,0.0,0.0,3.2330000193416,2.91215344829392,0.320846571047679,"","","","","","",""
"AQEKOY","COC(=O)CCN(CCC(=O)OC)c1ccc(N=Nc2ccc(cc2N(=O)=O)N(=O)=O)c(NC(C)=O)c1",-7.08230719,-2.4264392,-1.45880235,0.0003,1.1893,2.48430001486246,2.07689862361284,0.407401391249619,"","","","","","",""
"AQEYUS","O=N(=O)c1ccc(cc1)C(=Cc1ccc(cc1)N(c1ccccc1)c1ccc(cc1)C=C(C#N)c1ccc(cc1)N(=O)=O)C#N",-7.08611678,-2.28766114,-1.98262151,1.9756,0.3242,3.16860001895632,2.65369617560595,0.51490384335037,"","","","","","",""
"AQIHAJ","CN1C(=O)N=C2N(Cc3ccccc3)C3=CC=CC=CC3=C2C1=O",-7.1277502,-2.18616267,-1.90017102,0.0937,0.2618,3.11620001864284,2.03138431674681,1.08481570189602,-7.25,-2.14,0.29,0.22,1.25,2.67,0.56
"AQIJIV","c1cc2ccc3cccc4c5nc6cc7nc8c9cccc%10ccc%11cccc(c8nc7cc6nc5c(c1)c2c34)c%11c9%10",-7.04584393,-2.47922929,-1.14315029,0.895999999999999,0.0291,3.00580001798236,2.0913644680207,0.91443554996166,"","","","","","",""
"AQILIW","O=N(=O)c1ccc(Nc2ccc(cc2)N=Nc2ccccc2)c(c1)N(=O)=O",-7.57510537,-2.25555171,-1.88874224,0.0164,0.7976,2.48060001484031,2.0890474185863,0.391552596254019,"","","","","","",""
"AQOSEF","CC(C)[Si](C#Cc1c2cc3ccc(Br)cc3cc2c(C#C[Si](C(C)C)(C(C)C)C(C)C)c2cc3cc(Br)ccc3cc12)(C(C)C)C(C)C",-6.14841245,-2.62453809,-0.67402601,0.2419,0.0638,2.04120001221159,1.03668655827043,1.00451345394115,"","","","","","",""
"AQOSIJ","CC(C)[Si](C#Cc1c2cc3ccc(Br)cc3cc2c(C#C[Si](C(C)C)(C(C)C)C(C)C)c2cc3ccc(Br)cc3cc12)(C(C)C)C(C)C",-6.12473855,-2.6286198,-0.69497877,0.2305,0.002,2.00960001202254,1.00645226046775,1.00314775155479,"","","","","","",""
"AQOXOV","Fc1c(F)c(F)c(B(CCC[N+]2(CCC[B-]2(c2c(F)c(F)c(F)c(F)c2F)c2c(F)c(F)c(F)c(F)c2F)c2ccccc2)c2c(F)c(F)c(F)c(F)c2F)c(F)c1F",-8.37811334,-2.42426229,-0.55484014,0.0357,0.0577,4.56430002730617,3.88486440764972,0.679435619656448,"","","","","","",""
"AQUJOM","CC12SC(=CC1=C1C(=C3C=C(SC23C)c2cccc3ccccc23)C(F)(F)C(F)(F)C1(F)F)c1cccc2ccccc12",-6.44365598,-2.16602625,-0.99756938,0.4006,0.1244,2.34560001403268,1.54950905556467,0.79609095846801,"","","","","","",""
"ARASIX","Clc1ccc(N=CC2=CC=C(S2)N(=O)=O)c(Cl)c1",-8.03280087,-2.35487326,-0.92573132,0.0039,0.4805,3.65940002189256,3.00096433414227,0.658435687750289,"","","","","","",""
"ARAWOG","O=C1c2ccccc2c2nc3cc4c(cc3c(c3ccccc3)c12)nc1c2ccccc2C(=O)c1c4c1ccccc1",-7.33183559,-2.18235308,-1.65690124,0.0024,0.0264,3.14740001882949,2.53894685330219,0.6084531655273,"","","","","","",""
"AROBAL","CC(C)(C)C(OC(=O)c1cc(cc(c1)N(=O)=O)N(=O)=O)C1CC2CC(C1=C)C2(C)C",-8.36722879,-2.19867991,-2.02425493,0.0006,0.0002,3.78750002265891,3.54051113268448,0.24698888997444,"","","","","","",""
"AROBUF","Fc1c(F)c(F)c2cc3C(=O)c4cc5c(F)c(F)c(F)c(F)c5cc4C(=O)c3cc2c1F",-8.44206009999999,-2.60848337,-2.42181327,0.0,0.0003,3.29410001970712,3.67942470913545,-0.38532468942832,"","","","","","",""
"AROFIW","ON=C1C=CC(c2ccccc12)=C(C#N)c1ccccc1",-7.61537822,-2.27459968,-0.39755834,0.4332,0.2145,3.6340000217406,2.04696337892159,1.58703664281901,"","","","","","",""
"AROFOC","ON=C1C=CC(=NN2C=NN=C2)c2ccccc12",-8.27851967,-2.68304257,-0.58259575,0.1582,0.0606,3.48250002083424,2.1664670472014,1.31603297363284,"","","","","","",""
"ASEVAW","CCC1=C(C=C(S1)c1c2ccccc2cc2ccccc12)C1=C(C2=C(CC)SC(=C2)c2c3ccccc3cc3ccccc23)C(F)(F)C(F)(F)C1(F)F",-6.74679081,-2.50235897,-1.34206551,0.0004,0.0004,3.23160001933322,3.56962758678731,-0.338027567454099,"","","","","","",""
"ASIYUX","COc1cc[nH+]c(NOS(=O)(=O)[O-])n1",-7.48449146,-2.17582235,-1.12437443,0.0,0.022,3.9610000236969,3.83546540344731,0.125534620249589,"","","","","","",""
"ASOGOE","COC(c1ccccc1C(C1=C(C)C(=C(N1)C(=O)OCc1ccccc1)C)=C1N=C(C(=C1C)C)C(=O)OCc1ccccc1)C(F)(F)F",-7.04611604,-2.1336447,-0.13524058,0.158,0.3402,2.93260001754444,1.9816400000757,0.95096001746874,"","","","","","",""
"ASUXER","FC1(F)C2=C3C=C(SC3(C#Cc3ccccc3)C3(SC(=CC3=C2C(F)(F)C1(F)F)c1ccccc1)C#Cc1ccccc1)c1ccccc1",-6.46705777,-2.23677585,-0.76708894,0.3807,0.0765,2.35530001409071,1.5591018851205,0.7961981289702,"","","","","","",""
"ATOJEA","Cc1ccc(cc1)C(=O)N1CCN(CC1)C1=NN2C=NN=C2N=N1",-8.19552495,-2.31296773,0.17769034,0.0027,0.0238,2.55560001528902,2.44924942054335,0.10635059474567,"","","","","","",""
"ATOMAZ","COC(=O)C1=CSC2=C1C(=O)C1=C(C2=O)C(=CS1)C(=O)OC",-8.72859598,-2.48521579999999,-0.81879058,0.0,0.0003,3.0777000184125,2.75165171951097,0.326048298901539,"","","","","","",""
"ATUJEF","COc1ccc(cc1)C(=CC=C(C(=O)C(F)(F)F)C(=O)C(F)(F)F)c1ccc(OC)cc1",-7.44095324,-2.37473757,-0.47565501,0.8293,0.016,3.30290001975977,2.22436528261662,1.07853473714316,"","","","","","",""
"ATUJIK","O=N(=O)C1=CC=C(NCCN2CCOCC2)C2=NON=C12",-7.71252286,-2.13881486,-0.51756054,0.3474,0.0004,3.5251000210891,2.34627990682986,1.17882011425924,"","","","","","",""
"AVABAB","CCCC[P+](CCCC)(CCCC)C[C-]1C(=O)N(C(=O)N(C1=O)c1c(cc(cc1N(=O)=O)N(=O)=O)N(=O)=O)c1ccccc1",-6.93863107,-2.23242203,-1.91568151,0.0529,0.0026,2.99400001791176,2.89844163136689,0.0955583865448796,"","","","","","",""
"AVAGUA","Ic1ccc(cc1)C1=CC(=O)C=CC1=O",-7.98790208,-2.72658078,-0.49361452,0.0004,0.0008,2.66480001594231,2.32420581358114,0.34059420236117,"","","","","","",""
"AVARIZ","COC(=O)C1=C(C(=O)OC)C(=Nc2cccc3ccccc23)c2c3ccc4cccc5ccc(cc12)c3c45",-6.79441073,-2.19160495,-1.05444117,0.076,0.1115,2.57860001542661,2.30358088986704,0.27501912555956,"","","","","","",""
"AVEQEZ","O=C1Nc2ccccc2C1=C1C(=O)Nc2ncccc12",-7.40530633,-2.35405692,0.184765299999999,0.1844,0.0614,3.02600001810321,2.10662137460259,0.919378643500619,"","","","","","",""
"AVIMEZ","CC1=C(C#N)C(NC(=O)C1=NNc1ccccc1)=C(C#N)C#N",-7.63143294,-2.89828462,-0.63973966,1.35,0.0014,3.20190001915554,1.91199109947712,1.28990891967841,"","","","","","",""
"AVOMOP","FC1(F)C2(CC=C)C3=C4C5=C6C7=C8C9=C%10C%11=C%12C%13=C%14C%15=C%11C9=C9C%11=C%15C%15=C%14C%14=C%16C%13=C%13C%12=C%12C%10=C%10C8=C6C3=C3C%10=C%12C6=C%13C8=C%16C%10=C%14C%12=C%15C%13=C%11C(=C79)C5=C5C%13=C%12C7=C%10C(=C8C6=C23)C1(CC=C)C7=C45",-7.26680038,-2.93447576,-2.71379143,0.0,0.0003,2.42780001452444,2.42032426244046,0.00747575208397988,"","","","","","",""
"AVOPOQ","FC(F)(F)C(=O)NC1=CC(=O)C=CC1=O",-9.18220977,-2.94345552,-0.5423229,0.0,0.0,2.65470001588189,2.71344701653462,-0.0587470006527297,"","","","","","",""
"AVUFOM","C[Si](C)(C=C)C1=C(C(=O)C(=C(C1=O)[Si](C)(C)C=C)[Si](C)(C)C=C)[Si](C)(C)C=C",-7.81565401,-2.15731861,-0.27020905,0.0,0.0015,2.33170001394952,2.29363267959422,0.0380673343552997,"","","","","","",""
"AVUFUS","C[Si]1(C)C[Si](C)(C)C2=C1C(=O)C1=C(C2=O)[Si](C)(C)C[Si]1(C)C",-7.96150704,-2.29691301,0.15047896,0.0,0.0,2.15900001291633,2.1682281952548,-0.00922818233846989,"","","","","","",""
"AVUGAZ","C[Si](C)(C)C1=CC(=O)C(=C(C1=O)[Si](C)(C)C)[Si](C)(C)C",-8.06572664,-2.2751439,-0.02394602,0.0009,0.0004,2.31170001382987,2.24248180644322,0.0692182073866503,"","","","","","",""
"AVUGIH","C[Si](C)(C=C)C1=CC(=O)C(=CC1=O)[Si](C)(C)C=C",-8.63934264,-2.43895644,0.14721359,0.0,0.0,2.44950001465427,2.46514440688932,-0.0156443922350497,"","","","","","",""
"AVUGON","C[Si](C)(c1ccccc1)C1=CC(=O)C(=CC1=O)[Si](C)(C)c1ccccc1",-8.39416806,-2.33718586,0.22857563,0.0,0.0,2.45050001466025,2.46453677665862,-0.0140367619983798,"","","","","","",""
"AWATEZ","ClC1=C(NCCC2=CC=CS2)C(=O)c2ccccc2C1=O",-7.34789031,-2.20194528,-0.3398702,0.0543,0.0001,3.00370001796979,2.10071947009909,0.902980547870709,"","","","","","",""
"AWEDAJ","O=C(NN1C(SC2=C1C(=O)c1ccccc1C2=O)=NCc1ccccc1)C1=CC=CS1",-7.25428314,-2.39378554,-0.51973745,0.0474,0.0002,2.83910001698507,2.04811850221761,0.790981514767459,"","","","","","",""
"AWEDEN","C=CCN=C1SC2=C(N1NC(=O)C1=CC=CS1)C(=O)c1ccccc1C2=O",-7.38380933,-2.5540606,-0.57660925,0.0439,0.0004,2.8081000167996,2.0412838186358,0.766816198163809,"","","","","","",""
"AWEDIR","O=C(N1N=C(NCc2ccccc2)SC2=C1C(=O)c1ccccc1C2=O)c1ccccn1",-7.22462273,-2.20765967,-0.77824561,0.0367,0.0028,2.77720001661475,2.21879864957555,0.5584013670392,"","","","","","",""
"AWEDOX","O=C(N1N=C(NCc2ccccc2)SC2=C1C(=O)c1ccccc1C2=O)C1=CC=CS1",-7.3712921,-2.35242424,-0.51266249,0.0407,0.0073,2.67970001603145,2.18578498088928,0.49391503514217,"","","","","","",""
"AWIZUD","O=N(=O)c1ccc(cc1)C(c1ccccc1)=C(c1ccc(cc1)N(=O)=O)c1ccc(cc1)N(=O)=O",-8.03198453,-2.16575414,-1.75078051,0.0008,0.0068,3.81850002284438,3.17607313441288,0.642426888431499,"","","","","","",""
"AWODIB","N#CC(C#N)=C(C#N)c1ccc2ccccc2c1",-8.17974235,-2.8054938,-1.11049662,0.2192,0.4963,3.6228000216736,2.7994042716415,0.82339575003209,"","","","","","",""
"AWODUN","Cc1cccc(C)c1C(C#N)=C(C#N)C#N",-8.74329013,-2.82182063,-0.33769329,0.0722,0.0081,3.77420002257936,3.03374599855066,0.7404540240287,"","","","","","",""
"AWOFEZ","N#CC(C#N)=C(C#N)c1ccc(cc1)c1ccccc1",-8.21511715,-2.86073291,-0.72219016,0.795,0.0092,3.70750002218032,2.76970236457501,0.93779765760531,"","","","","","",""
"AWOJOL","O=C1C2=C(C(=O)c3ccccc13)C(=NO2)C1=C([O-])ON=[N+]1c1ccccc1",-7.75714954,-2.74617298,-1.54070862,0.0007,0.0028,3.12820001871463,3.26394958128741,-0.13574956257279,"","","","","","",""
"AWOSAG","N#CC(C#N)=C1c2ccccc2C(=C(C#N)C#N)c2nccnc12",-8.83526461,-3.27380174,-2.56004711,0.0065,0.1918,3.70020002213665,2.78588772361196,0.91431229852469,"","","","","","",""
"AWUWIA","COC1=CC(=O)c2c3ccccc3c3c4c5ccccc5C(=O)c5ccccc5c4c4c5ccccc5c5C(=O)C=C(OC)c6c1c2c3c4c56",-6.87550066,-2.86182137,-1.41608048,0.2547,0.0816,2.51430001504194,1.51262130199368,1.00167871304825,"","","","","","",""
"AXAFOV","CCc1ccccc1N=CC1=CC=C(S1)N(=O)=O",-7.80885117,-2.13337259,-0.48055306,0.275,0.0112,3.61590002163232,3.00428493945527,0.61161508217704,"","","","","","",""
"AXAMES","COc1ccc2ccc(OC(=O)c3ccc(cc3)N(=O)=O)c(C(=O)c3ccc(cc3)N(=O)=O)c2c1",-7.79878296,-2.16929162,-2.10153527,0.0023,0.0006,3.438500020571,3.2391499412995,0.199350079271509,"","","","","","",""
"AXEFIT","CN(C)c1ccc(cc1)C#CC#CC=C(C#N)C#N",-6.91414083,-2.32630131,-0.10666863,1.2116,0.0,3.17810001901316,2.45640786518826,0.721692153824899,"","","","","","",""
"AXEFOZ","CN(C)c1ccc(cc1)C#CC#CC#CC=C(C#N)C#N",-6.82760862,-2.54372027,-0.94069758,0.6505,0.5675,2.92470001749718,2.42607372879618,0.498626288700999,"","","","","","",""
"AXEFUF","CN(C)c1ccc(cc1)C#CC=CC=C(C#N)C#N",-6.77699545,-2.23732008,0.1629962,1.5317,0.0003,3.15390001886837,2.19298247387642,0.960917544991959,"","","","","","",""
"AXERAY","O=N(=O)c1ccc(cc1)C1=NC(=S)N2C=CSC2=N1",-7.65048091,-2.306437,-1.00927027,0.0,0.0884,2.86130001711788,2.66614783329707,0.195152183820809,"","","","","","",""
"AXIFAP","FC(F)(F)c1cccc(c1)C1=C(Br)C(=O)c2ccc(Br)cc12",-7.97538484,-2.41582676,-0.54966998,0.0015,0.0214,3.08560001845977,2.45906701615095,0.626533002308819,"","","","","","",""
"AXIFET","Clc1ccc(cc1)C1=C(c2ccc(Cl)cc2)c2cc(Br)ccc2C1=O",-7.51660089,-2.23895276,-0.6149773,0.0449,0.0352,2.97620001780527,2.32940177315098,0.646798244654299,"","","","","","",""
"AXIFIX","COc1ccc(cc1)c1ccc2C(=O)C(=C(c3ccc(cc3)C(F)(F)F)c2c1)c1ccc(cc1)C(F)(F)F",-7.41782356,-2.22834032,-0.71892479,0.0052,0.0075,3.02200001807927,2.39407371141388,0.6279263066654,"","","","","","",""
"AXUHAE","CCN(CCN1C(=O)C(=NNc2ccc(OC)cc2N(=O)=O)C(=C(C#N)C1=O)C)C(C)=O",-7.69565181,-2.62127272,-1.89826622,0.8606,0.0007,3.2785000196138,2.18417325055805,1.09432676905575,"","","","","","",""
"AXUQUH","ClC1=C(OCCC#N)C(=O)c2ncccc2C1=O",-8.63036288,-2.72875769,-1.16002134,0.0014,0.001,3.05860001829824,2.50172902563167,0.55687099266657,"","","","","","",""
"AXURAO","FC(F)(F)COC1=C(OCC(F)(F)F)C(=O)c2ncccc2C1=O",-8.74301802,-2.75869022,-1.16328671,0.0003,0.0028,3.083800018449,2.43004335286122,0.65375666558778,"","","","","","",""
"AYESAY","Cc1ccc(cc1)S(=O)(=O)N=C(C=Cc1ccc(cc1)N(=O)=O)C1=CC=CS1",-8.38137871,-2.31568887,-1.41580836,0.0045,0.0067,3.78670002265414,3.3088173456391,0.47788267701503,"","","","","","",""
"AYIDIX","CCOC(=O)C1=C(Cl)C(=C2C=CC(=CC=C12)C(=O)OC)C(=O)OCC",-7.38952372,-2.24330658,-1.30015998,0.0082,0.0362,2.54860001524714,2.27707155855206,0.27152845669507,"","","","","","",""
"AYIJID","CC1=C(SCCC(O)=O)C(=O)c2ccccc2C1=O",-7.73755734,-2.2789535,-0.38885069,0.0027,0.0302,2.97840001781844,2.51334801493555,0.46505200288289,"","","","","","",""
"AYIJOJ","OC(=O)CCSC1=CC(=O)C(=O)c2ccccc12",-8.01620192,-2.36439725,-0.60028315,0.0,0.0016,2.28860001369167,2.12108365431959,0.16751635937208,"","","","","","",""
"AYIVEL","COC(=O)C(C)SC1=C(SC(C)C(=O)OC)C(=O)c2ccccc2C1=O",-7.41020438,-2.33065513,-0.47429444,0.0679,0.0006,2.92380001749179,2.15700703640039,0.7667929810914,"","","","","","",""
"AYIYAK","CC(SC1=C(C)C(=O)c2ccccc2C1=O)C(O)=O",-7.65184148,-2.34072334,-0.42204858,0.0001,0.0725,3.03470001815525,2.28552912912637,0.749170889028889,"","","","","","",""
"AYUJEJ","BrB(Br)c1ccc(cc1)c1ccc(cc1)B(Br)Br",-7.98599728,-2.48603214,-1.18315102,1.3256,0.0,3.69960002213306,2.78328658730881,0.91631343482424,"","","","","","",""
"AYUZOK","O=N(=O)c1ccc(cc1)C1=NNC(=S)N1",-7.10543686,-2.19024438,-0.68246154,0.1521,0.0001,3.4911000208857,3.09296276162726,0.39813725925844,"","","","","","",""
"AZAFIQ","CC(N1C2CC(C=C2)C1COC(=O)c1cc(cc(c1)N(=O)=O)N(=O)=O)c1ccccc1",-7.91307077,-2.23759219,-1.96683891,0.0001,0.0022,3.81790002284079,4.30872390744079,-0.490823884599999,"","","","","","",""
"AZANEU","CC1=C(O)C(=O)C(=C(C1=O)C1=C(C)C(=O)C(=C(C)C1=O)O)C",-8.62981865,-2.51841369,-2.22344227,0.0004,0.0,2.84920001704549,3.09217580836604,-0.242975791320559,"","","","","","",""
"AZAXII","FC(F)(F)c1ccc(cc1)N=CC=CC1=CC=C(O1)N(=O)=O",-8.01212021,-2.35596172,-1.21471623,0.0031,0.4267,3.71300002221322,2.74223494759829,0.97076507461493,"","","","","","",""
"AZFOXM","ON=CN=NC=NO",-8.90465364,-2.27568813,0.69497877,0.0001,0.0831,2.32640001391781,1.94882652556048,0.37757348835733,"","","","","","",""
"AZIWIR","CC(C)(C)c1ccc(cc1)C1=C2c3cc(cc4ccc5cc(cc(c5c34)C2=C(C1=O)c1ccc(cc1)C(C)(C)C)C(C)(C)C)C(C)(C)C",-6.82842496,-2.1257534,-0.69144129,0.018,0.0001,2.27630001361808,1.60079761833424,0.675502395283839,"","","","","","",""
"AZPYRO","[O-][n+]1ccc(cc1)N=Nc1cc[n+]([O-])cc1",-7.21890834,-2.30806968,-0.27184174,0.0,1.0965,2.57690001541644,2.12751288826425,0.449387127152189,"","","","","","",""
"AZUHUZ","CC(C=Cc1ccccc1Cl)=C(C#N)C#N",-8.04504599,-2.32738976,-0.17143173,1.0011,0.0181,3.95380002365382,2.60085738023464,1.35294264341917,"","","","","","",""
"BACCUF","CS(=O)(=O)OI(OI(OS(C)(=O)=O)c1ccccc1)c1ccccc1",-8.57594011,-2.3594992,-1.36709998,0.1555,0.0093,4.29570002569926,3.59297930899439,0.702720716704869,"","","","","","",""
"BAFGOE","CCCN(CCC)c1ccc(cc1)C(C#N)=C1C=CC(C=C1)=C(C#N)C#N",-6.73400146,-3.13992172,-0.14966262,1.3866,0.2048,2.45280001467401,1.01637761316519,1.4364224015088,"","","","","","",""
"BAFQEG","CCOC(=O)C1=C(C)SC(=C1O)C1=C(C(=O)N(C1=O)c1ccccc1)C1=C(O)C(=C(C)S1)C(=O)OCC",-7.4243543,-2.13799852,-0.38558533,0.1839,0.001,3.20370001916631,3.40505503482601,-0.2013550156597,"","","","","","",""
"BAFXEL","COC1=C(C(=O)c2c(O)c3C(=O)OC(C)Cc3cc2C1=O)C1=C(OC)C(=O)c2cc3CC(C)OC(=O)c3c(O)c2C1=O",-8.38137871,-2.56412881,-2.43705165,0.0003,0.0011,2.71020001621392,2.61723019849754,0.09296981771638,"","","","","","",""
"BAGTIM","COC1C2=C(OC1(C)C)C(=O)C=C(Br)C2=O",-8.5560758,-2.7072607,0.34340768,0.0,0.0003,2.8260000169067,2.43593026390163,0.39006975300507,"","","","","","",""
"BAJVEP","O=C1N2C(=O)c3cc4C(=O)N(C(=O)c4cc13)c1cccc(Oc3ccc(cc3)C(=O)c3ccc(cc3)c3ccc(cc3)C(=O)c3ccc(Oc4cccc2c4)cc3)c1",-7.88477093,-2.93774113,-1.90479695,0.005,0.0024,3.44110002058657,3.31417118565352,0.126928834933049,"","","","","","",""
